stockcode,description,category,revenue,qty_sold,orders,avg_price,cancel_rate,revenue_share
21304,Arched Grey Mirror,Arched,591.58,86,18,11.13,0.0,0.0029
84963B,Blue Painted Kashmiri Chair,Blue,591.5,18,6,42.96,0.0,0.0029
20794,Blue  Tile Hook,Blue,591.02,212,48,3.44,7.55,0.0029
21322,Glass Sphere Candle Stand Large,Glass,590.45,301,14,4.97,0.0,0.0029
84563B,Blue & White Breakfast Tray,Blue,590.04,128,59,5.21,0.0,0.0029
20661,Blue Spotty Purse,Blue,589.9000000000001,483,70,2.96,3.12,0.0029
21256,"French Bottle, Brasserie Des Artist",French,588.64,326,65,2.42,0.0,0.0029
21893,Potting Shed Seed Tin,Potting,587.8,172,20,5.5,0.0,0.0029
21167,White Sage Incense,White,587.52,2440,114,0.33,0.87,0.0029
21223,Set/4 Badges Woodland Animal,Set/4,587.08,492,43,1.43,0.0,0.0029
84934,Asstd Design Pop Art Slim Pen,Asstd,586.5,687,13,0.92,7.14,0.0029
22683,"French Blue Metal Door Sign, 8",French,586.36,458,63,1.43,1.03,0.0029
23565,Egg Cup Milkmaid Helga,Egg,586.31,410,63,1.85,3.08,0.0029
23499,Set 12 Vintage Doily Chalk,Set,586.23,1312,110,0.48,0.0,0.0029
90199C,5 Strand Glass Necklace Crystal,5,585.29,99,31,6.31,2.94,0.0029
90195A,Purple Gemstone Bracelet,Purple,585.1999999999999,70,44,8.69,4.35,0.0029
84569C,Pack 4 Flower/Butterfly Patches,Pack,584.93,415,89,1.79,2.2,0.0029
21016,Light Bird House Tree Decoration,Light,582.85,834,82,0.97,1.14,0.0028
82001s,Silver Record Cover Frame,Silver,581.88,78,15,7.46,0.0,0.0028
21553,Ceramic Birdhouse Finch Blue  Large,Ceramic,581.27,90,39,7.88,2.5,0.0028
22785,Squarecushion Cover Pink Union Jack,Squarecushion,581.23,173,42,7.18,0.0,0.0028
20781,Gold Ear Muff Headphones,Gold,579.93,103,61,6.38,4.69,0.0028
20804,Glass Chicken Butter Dish,Glass,579.3100000000001,325,61,2.68,1.61,0.0028
22999,Travel Card Wallet Vintage Leaf,Travel,578.48,1350,117,0.48,0.88,0.0028
85232A,Set/3 Polkadot Stacking Tins,Set/3,578.46,113,44,5.75,9.74,0.0028
90010B,Black/White Glass/Silver Bracelet,Black/White,578.02,63,34,9.34,2.86,0.0028
15056p,Edwardian Parasol Pink,Edwardian,577.84,46,38,12.57,0.0,0.0028
21419,Conch Shell,Conch,577.6899999999999,1259,19,4.35,0.0,0.0028
22685,"French Blue Metal Door Sign, 0",French,577.51,461,54,1.27,0.62,0.0028
23324,Rustic Strawberry Jam Pot Large,Rustic,577.48,279,38,2.24,4.35,0.0028
35922,Easter Bunny Wreath,Easter,575.99,97,36,7.11,2.7,0.0028
85144,Jardin Etched Glass Cheese Dish,Jardin,575.45,219,40,3.89,2.7,0.0028
23016,Glass Twist Bon Bon Jar,Glass,575.25,74,24,8.71,4.0,0.0028
23125,6Pc Wood Plate Set Disposable,6Pc,574.88,459,38,1.91,0.0,0.0028
84932D,Small Oriental Red Folding Stool,Small,574.71,239,21,4.63,0.0,0.0028
20935,Round Cactus Candle,Round,574.48,300,46,3.08,2.08,0.0028
47421,Assorted Colour Lizard Suction Hook,Assorted,572.7,1463,74,0.41,1.22,0.0028
22684,"French Blue Metal Door Sign, 9",French,572.58,450,54,1.36,1.79,0.0028
17013D,Origami Rose Incense In Tube,Origami,572.4,1068,31,1.71,3.12,0.0028
84675,Frog King Watering Can,Frog,571.71,206,62,3.7,3.12,0.0028
84924A,Wake Up Cockerel Calendar Sign,Wake,571.0,133,62,4.86,0.0,0.0028
20615,Blue Spotty Passport Cover,Blue,570.85,316,88,2.6,0.0,0.0028
16162L,The King Gift Bag,The,570.43,8101,30,0.75,3.23,0.0028
84509C,Set Of 4 Polkadot Placemats,Set,570.19,149,60,4.09,0.0,0.0028
85202,Hanging Wood And Felt Heart,Hanging,570.09,1208,208,0.58,0.46,0.0028
85129A,"White Pearl Beaded Heart, Small",White,569.16,444,75,1.43,1.23,0.0028
85086A,Candy Spot Heart Decoration,Candy,568.73,587,152,1.16,0.0,0.0028
23219,Laurel Star Antique Silver,Laurel,568.6,430,61,1.53,0.0,0.0028
84806B,White Candystuft Artificial Flower,White,568.02,450,32,1.38,0.0,0.0028
84846A,Scented Candle In Digitalis Tin,Scented,567.55,251,54,2.57,0.0,0.0028
85119,Watering Can Single Hook Pistachio,Watering,567.48,413,39,1.72,4.76,0.0028
22425,Enamel Collander Cream,Enamel,567.12,122,23,5.09,1.63,0.0028
16169C,Wrap Blue Reindeer,Wrap,567.0,1350,43,0.42,0.0,0.0028
85169C,Eau De Nil Love Bird Candle,Eau,566.82,505,71,1.37,1.39,0.0028
22699,Teacup And Saucer Regency Roses,Teacup,566.7,210,14,2.84,4.14,0.0028
21285,Retro Spot Candle  Medium,Retro,566.22,263,36,2.85,2.94,0.0028
21899,Garage Key Fob,Garage,565.81,777,147,0.91,0.79,0.0028
20838,French Lattice Cushion Cover,French,565.8,446,63,1.95,1.56,0.0028
37444A,Yellow Breakfast Cup And Saucer,Yellow,563.43,2709,43,3.2,4.44,0.0028
23381,Pack Of 12 Vintage Leaf Tissues,Pack,562.88,1496,80,0.48,0.0,0.0027
23272,Tree T-Light Holder Willie Winkie,Tree,562.2199999999999,364,44,1.92,0.0,0.0027
23413,Vintage Coffee Grinder Box,Vintage,561.23,109,30,6.26,1.69,0.0027
37345,Asstd Hearts Design Mugs,Asstd,561.05,321,9,4.04,0.0,0.0027
85230B,Cinnamon Scented Votive Candle,Cinnamon,561.04,2120,68,0.28,0.0,0.0027
84773,Red Rose And Lace C/Cover,Red,560.5,190,48,2.95,3.92,0.0027
16049,Teatime Gel Pens Asst,Teatime,560.48,3169,32,0.38,0.0,0.0027
22682,"French Blue Metal Door Sign, 7",French,560.05,443,58,1.36,1.08,0.0027
16238,Party Time Pencil Erasers,Party,559.54,2447,236,0.31,0.0,0.0027
85090,Candy Spot Apron,Candy,559.28,106,53,5.88,5.26,0.0027
22447,Pin Cushion Babushka Blue,Pin,558.28,180,59,3.37,1.2,0.0027
21160,Keep Out Girls Door Hanger,Keep,557.49,794,58,1.51,4.92,0.0027
84306,S/3 Pink Square Planters Roses,S/3,557.4799999999999,48,31,12.06,0.0,0.0027
22950,Set Of 36 Doilies Vintage Christmas,Set,557.4,444,2,1.35,1.39,0.0027
84569B,Pack 3 Fire Engine/Car Patches,Pack,557.18,433,76,1.43,1.3,0.0027
23069,Edwardian Photo Frame,Edwardian,556.21,88,32,6.44,0.0,0.0027
23451,Square Mini Portrait Frame,Square,556.17,277,52,2.27,0.0,0.0027
72586,Set Of 6 Halloween Ghost T-Lights,Set,556.11,1244,125,0.61,0.54,0.0027
21371,Mirrored Wall Art Poppies,Mirrored,556.01,404,64,2.6,0.0,0.0027
21881,Cute Cats Tape,Cute,554.95,1332,118,0.83,0.0,0.0027
90120D,White Murano Twist Bracelet,White,554.13,134,40,4.2,0.0,0.0027
84859C,Pink Disco Handbag,Pink,552.72,304,39,3.04,0.0,0.0027
23473,Woodland Small Red Felt Heart,Woodland,552.02,678,51,0.95,0.0,0.0027
22452,Measuring Tape Russian Doll Pink,Measuring,551.7,182,48,3.26,1.15,0.0027
84805B,Blue Climbing Hydranga Art Flower,Blue,551.4000000000001,340,9,2.46,0.0,0.0027
79030G,Tumbler New England,Tumbler,551.1899999999999,1261,53,1.41,0.0,0.0027
22044,Christmas Card Stack Of Presents,Christmas,550.28,1940,89,0.32,2.2,0.0027
22681,"French Blue Metal Door Sign, 6",French,550.1,430,56,1.47,1.54,0.0027
23456,Medium Parlour Picture Frame,Medium,550.0,136,34,4.13,2.7,0.0027
21373,Mirrored Wall Art Snowflakes,Mirrored,548.89,636,61,1.25,1.61,0.0027
85071D,Charlie+Lola My Room Door Sign,Charlie+Lola,548.86,884,112,1.28,0.0,0.0027
85091,Candy Spot Bread Baskets,Candy,548.81,343,20,5.51,4.76,0.0027
22584,Pack Of 6 Panettone Gift Boxes,Pack,548.63,233,18,3.19,0.83,0.0027
72800B,4 Purple Flock Dinner Candles,4,548.11,335,57,2.5,1.05,0.0027
23549,Wrap Bird Garden,Wrap,548.1,1305,52,0.42,0.0,0.0027
20888,Set 3 Jardin De Femme Scent Candles,Set,547.74,367,19,3.89,0.0,0.0027
23074,Embossed Heart Trinket Box,Embossed,547.27,246,48,2.62,2.04,0.0027
85184C,Set 4 Valentine Decoupage Heart Box,Set,545.75,169,62,3.85,0.0,0.0027
21339,Marakesh Lantern Large,Marakesh,544.5,30,12,19.26,0.0,0.0027
22394,Paperweight Kings Choice,Paperweight,544.29,346,55,2.54,1.79,0.0027
84596K,Jelly Babies Yellow Small Bowl,Jelly,543.41,428,93,1.43,1.06,0.0027
22983,"Card, Billboard Font","Card,",543.34,1300,100,0.53,0.54,0.0027
18094C,White And Blue Ceramic Oil Burner,White,542.61,400,85,1.85,1.01,0.0026
35969,Folkart Crown Table Decorations,Folkart,542.4699999999999,523,76,1.92,0.0,0.0026
47021G,Set/6 Bead Coasters Gauze Bag Gold,Set/6,541.96,713,70,2.2,0.0,0.0026
20943,Set/6 Gingerbread Star T-Lights,Set/6,540.21,381,71,1.67,1.39,0.0026
21311,Set/4 Bird Mirror Magnets,Set/4,539.67,701,94,1.57,2.06,0.0026
85027L,French Chateau Large Platter,French,538.5,190,40,4.65,6.98,0.0026
16048,Teatime Round Pencil Sharpener,Teatime,537.06,3461,105,0.4,0.0,0.0026
84592,Crochet Rose Purse With Suede Back,Crochet,536.4000000000001,173,47,3.44,0.0,0.0026
84414B,Fuschia/Green Stripe Woolly Blanket,Fuschia/Green,536.24,78,9,13.97,0.0,0.0026
21017,Red Bird House Tree Decoration,Red,535.89,659,87,1.35,0.0,0.0026
23398,Hanging Heart Bonheur,Hanging,535.35,606,69,1.05,1.32,0.0026
23660,Henrietta Hen Mug,Henrietta,534.66,306,42,2.24,8.7,0.0026
72800D,S/4 Blue Dinner Candle Silver Flock,S/4,534.58,418,36,2.58,1.15,0.0026
90203,Silver Charm Necklace 70Cm,Silver,534.27,71,34,7.55,2.86,0.0026
21418,Starfish Soap Dish,Starfish,533.84,194,66,3.48,1.47,0.0026
16169P,Wrap Green Russian Folkart,Wrap,533.75,1750,48,0.36,2.04,0.0026
20823,Gold Wine Goblet,Gold,533.71,253,19,3.65,5.0,0.0026
20659,Economy Luggage Tag,Economy,533.51,369,138,1.57,0.0,0.0026
85020,Round Pink Heart Mirror,Round,533.48,240,58,2.57,0.0,0.0026
85030,French Chateau Oval Platter,French,531.4499999999999,211,29,5.05,9.38,0.0026
84661B,Black Square Table Clock,Black,530.22,243,51,3.23,0.0,0.0026
72267,Premium Church Candle,Premium,530.16,265,45,2.18,0.0,0.0026
21734,Small Marakesh Lantern On Stick,Small,529.49,97,29,5.73,9.09,0.0026
90160D,Pink Boudicca Large Bracelet,Pink,529.22,76,25,6.98,3.85,0.0026
21943,Cakes And Rabbits Design Flannel,Cakes,529.16,591,149,1.1,0.0,0.0026
84799,Sprig Lavender Artificial Flower,Sprig,528.78,678,31,1.04,6.06,0.0026
20653,Cherry Blossom Luggage Tag,Cherry,528.77,2004,81,1.38,0.0,0.0026
23139,Single Wire Hook Pink Heart,Single,528.6999999999999,414,27,1.61,3.45,0.0026
16202B,Pastel Blue Photo Album,Pastel,528.56,1039,22,4.77,15.38,0.0026
23060,Heart Beaded Trellis Decoration,Heart,528.1700000000001,249,42,2.22,0.0,0.0026
90175D,Tigris Eye Chunky Charm Bracelet,Tigris,527.8199999999999,58,41,9.13,0.0,0.0026
21336,Gold Washbag,Gold,527.5600000000001,1823,43,3.44,4.44,0.0026
22344,Party Pizza Dish Pink Polkadot,Party,526.64,1296,88,0.71,0.0,0.0026
71270,Photo Clip Line,Photo,525.4,370,81,1.67,0.0,0.0026
22898,Childrens Apron Apple Design,Childrens,524.71,291,26,2.0,0.21,0.0026
72728,Rose Scent Candles In Glass,Rose,523.1500000000001,643,54,0.85,0.0,0.0026
21403,Blue Egg  Spoon,Blue,523.07,2319,157,0.33,0.0,0.0026
22861,Easter Tin Chicks In Garden,Easter,522.93,305,50,2.01,0.0,0.0026
85226C,Blue Pull Back Racing Car,Blue,522.3100000000001,989,83,0.77,0.0,0.0026
23537,Wall Art I Love London,Wall,521.73,99,32,7.06,0.0,0.0025
21459,Yellow Easter Egg Hunt Start Post,Yellow,520.55,263,44,2.3,10.2,0.0025
23336,Egg Frying Pan Pink,Egg,519.25,225,85,2.6,0.0,0.0025
BANK CHARGES,Bank Charges,Bank,519.241,34,33,15.27,66.0,0.0025
20793,Blue Tiled Tray,Blue,518.5,281,22,8.94,4.35,0.0025
20868,Silver Fabric Mirror,Silver,518.07,882,71,0.92,0.0,0.0025
35810B,Enamel Blue Rim Coffee Container,Enamel,517.71,325,68,2.28,2.86,0.0025
84657,Green Rose Cushion Cover,Green,517.48,246,20,4.5,0.0,0.0025
84762A,White Picnic Barbecue Bucket,White,517.4300000000001,59,29,9.87,9.38,0.0025
84683,Classical Rose Candlestand,Classical,516.85,537,46,1.64,2.0,0.0025
85039C,S/4 Black Mini Rose Candle In Bowl,S/4,516.31,536,114,1.71,1.72,0.0025
90114,Summer Daisies Bag Charm,Summer,514.18,205,111,2.49,0.0,0.0025
84931A,Pink Scottie Dog W Flower Pattern,Pink,513.69,204,82,2.71,0.0,0.0025
46118,Funky Monkey Cushion Cover,Funky,513.58,373,72,3.03,0.0,0.0025
16168M,Funky Monkey Gift Bag Medium,Funky,512.38,1686,101,0.59,0.0,0.0025
82605,Old Doc Russel Metal Sign,Old,512.13,227,101,2.45,0.0,0.0025
72807c,Set/3 Vanilla Scented Candle In Box,Set/3,511.98,60,44,8.49,0.0,0.0025
23136,Ivory Wire Sweetheart Letter Tray,Ivory,511.89,135,49,4.03,0.0,0.0025
47559b,Tea Time Oven Glove,Tea,511.46,154,44,3.29,0.0,0.0025
85179A,Green Bitty Light Chain,Green,511.07,217,70,3.25,1.41,0.0025
84875B,Green Square Compact Mirror,Green,511.01,373,40,1.96,0.0,0.0025
85129C,Beaded Crystal Heart Blue Small,Beaded,510.23,390,65,1.61,0.0,0.0025
84989B,75 Black Fairy Cake Cases,75,510.15,1009,57,0.68,0.0,0.0025
84782C,Green 3 Tier Glass Plate Stand,Green,509.9,74,18,9.62,18.18,0.0025
21540,Dairy Maid Ceramic Butter Dish,Dairy,509.62,114,48,4.95,10.31,0.0025
90058B,Crystal Stud Earrings Assorted Col,Crystal,509.08,1082,29,0.47,3.33,0.0025
20753,Retro Pink Spot Washing Up Gloves,Retro,509.0,218,56,2.66,1.75,0.0025
22135,Ladle Love Heart Pink,Ladle,508.75,1096,151,0.68,0.63,0.0025
20615,Blue Polkadot Passport Cover,Blue,506.96,321,107,2.65,0.0,0.0025
23043,Paper Lantern 9 Point Holly Star L,Paper,506.01,75,20,7.49,0.0,0.0025
20654,First Class Luggage Tag,First,505.41,398,120,1.38,0.0,0.0025
35004S,Set Of 3 Silver Flying Ducks,Set,505.4,145,24,7.28,22.58,0.0025
23527,Wall Art Animals And Nature,Wall,504.59,153,31,4.16,4.0,0.0025
37352,Bird In Tree Mug,Bird,504.55,4643,8,1.11,0.0,0.0025
22286,Decoration Wobbly Rabbit Metal,Decoration,504.46,830,67,1.23,0.0,0.0025
84877B,Green Round Compact Mirror,Green,504.43,291,43,2.68,2.27,0.0025
22541,Mini Jigsaw Leap Frog,Mini,503.92,1245,66,0.56,0.0,0.0025
84218,Box/12 Chick & Egg In Basket,Box/12,503.51,261,96,2.05,1.01,0.0025
85169B,Black Love Bird Candle,Black,502.90999999999997,428,93,1.51,0.0,0.0025
85142,Jardin Etched Glass Ginger Jar,Jardin,502.58,57,34,9.4,2.86,0.0025
20845,Zinc Heart Lattice 2 Wall Planter,Zinc,502.27,76,24,7.17,0.0,0.0025
21117,Blond Doll Doorstop,Blond,502.08000000000004,328,26,1.91,0.0,0.0025
79337,Blue Flock Glass Candleholder,Blue,502.03,1194,21,1.03,4.55,0.0025
84804B,Blue Delphinium Artificial Flower,Blue,501.9700000000001,355,19,2.5,4.76,0.0025
90010E,Amber Glass/Silver Bracelet,Amber,501.65,56,35,8.91,2.78,0.0024
23117,Poppy Fields Chopping Board,Poppy,501.23,93,45,5.6,2.17,0.0024
47591B,Scotties Des Child'S Apron,Scotties,500.83,300,98,1.71,0.0,0.0024
23021,Glass Bonne Jam Jar,Glass,500.82000000000005,120,27,4.44,0.0,0.0024
20865,Patchwork Pencil Case Butterfly,Patchwork,500.49,251,33,2.2,5.71,0.0024
71143,Silver Book Mark With Beads,Silver,500.34,332,96,2.02,1.0,0.0024
84706D,Cherry Blossom Table Clock,Cherry,500.19,219,16,4.77,5.88,0.0024
16219,House Shape Pencil Sharpener,House,499.55,3357,128,0.56,0.78,0.0024
21882,Skulls Tape,Skulls,499.44,1052,119,0.78,0.0,0.0024
35471A,Set Of 3 Bird L.Blue Feather,Set,499.31,421,83,1.61,2.3,0.0024
23560,Set Of 6 Ribbons Country Style,Set,499.18,172,26,3.54,0.0,0.0024
84247L,Fawn And Mushroom Greeting Card,Fawn,498.21,1137,110,0.53,0.9,0.0024
20864,Denim Patch Pencil Case Butterfly,Denim,498.14,252,29,2.2,3.23,0.0024
47592A,Carousel Des Child'S Overall,Carousel,497.81,257,74,1.88,0.0,0.0024
35600D,Pink And White Christmas Tree 180Cm,Pink,497.70000000000005,141,13,7.08,0.0,0.0024
85230A,Opium Scented Votive Candle,Opium,497.03999999999996,1992,48,0.27,0.0,0.0024
21399,Blue  Spotty  Coffee Mug,Blue,495.98,241,35,2.57,4.07,0.0024
72800C,S/4 Pink Dinner Candle Silver Flock,S/4,494.39000000000004,394,28,2.64,0.0,0.0024
22031,Botanical Lavender Birthday Card,Botanical,493.99,1125,142,0.52,0.7,0.0024
84798B,Purple Foxglove Artiifcial Flower,Purple,492.90000000000003,326,10,2.12,9.09,0.0024
16239,Ballerina Heart Decoration.,Ballerina,492.17,347,21,2.66,0.0,0.0024
90160B,Red Boudicca Large Bracelet,Red,490.92,71,29,6.84,0.0,0.0024
84827,Ass Des Phone Sponge Craft Sticker,Ass,489.79,1027,29,0.55,0.0,0.0024
37482P,Cubic Mug Pink Polkadot,Cubic,489.6,549,56,2.72,0.0,0.0024
21004,Rose Du Sud Childs Apron,Rose,489.14,106,52,4.9,0.0,0.0024
35967,Folk Art Metal Star T-Light Holder,Folk,488.51,936,112,0.77,0.88,0.0024
84876B,Green Heart Compact Mirror,Green,488.31,344,40,2.4,0.0,0.0024
21663,Vintage Glass Sugar Caddy,Vintage,488.16,76,32,7.25,17.95,0.0024
51020B,Stripy Design Shower Cap,Stripy,488.11999999999995,1084,60,0.96,3.23,0.0024
84970l,Single Heart Zinc T-Light Holder,Single,487.14,233,65,2.1,0.0,0.0024
22892,Salt And Pepper Shakers Toadstools,Salt,486.35,397,30,1.37,6.65,0.0024
72800D,4 Blue Dinner Candles Silver Flock,4,485.63,213,50,2.8,1.15,0.0024
22897,Oven Mitt Apple Design,Oven,485.0,343,34,1.57,1.64,0.0024
22407,Money Box First Ade Design,Money,484.34000000000003,394,64,1.4,1.32,0.0024
84875D,Blue Square Compact Mirror,Blue,483.75,371,37,1.72,0.0,0.0024
23218,Laurel Star Antique Gold,Laurel,483.03,379,40,1.57,0.0,0.0024
22259,Felt Farm Animal Hen,Felt,482.95,590,72,1.3,1.33,0.0024
22038,Botanical Lavender Gift Wrap,Botanical,481.0,1150,45,0.42,0.0,0.0023
84984B,Red Peony Cushion Cover,Red,480.85,309,10,3.93,5.88,0.0023
85227,Set/6 3D Kit Cards For Kids,Set/6,480.69,592,50,1.16,0.66,0.0023
22346,Party Pizza Dish Green Polkadot,Party,479.6,1159,68,0.65,0.0,0.0023
23169,Classic Glass Sweet Jar,Classic,479.45,119,14,4.09,9.74,0.0023
16244A,Maxwell 2 Tone Pink 60 Page Photo A,Maxwell,479.40999999999997,186,28,4.07,0.0,0.0023
23422,Pantry Hook Balloon Whisk,Pantry,477.89,213,47,2.78,0.0,0.0023
37492C,Green Blue Flower Piggy Bank,Green,477.29999999999995,242,24,3.81,3.85,0.0023
21620,S/4 Rose    Botanical  Candle,S/4,477.12,127,38,3.83,0.44,0.0023
21132,Silver Standing Gnome,Silver,476.61,93,47,5.72,0.0,0.0023
72750C,"F.Fairy S/3 Candle/Glass, Rose",F.Fairy,476.4,232,15,2.75,0.0,0.0023
23561,Set Of 6 Ribbons Party,Set,476.0,170,16,3.41,0.0,0.0023
72801G,S/4 Burgundy Wine Dinner Candles,S/4,475.91999999999996,786,26,1.43,0.0,0.0023
85170B,Set/6 Black Bird T-Light Candles,Set/6,475.91,283,58,2.62,6.45,0.0023
85109,Pink Boudoir T-Light Holder,Pink,475.43000000000006,4211,20,0.79,4.76,0.0023
84809A,White Chrysanthemums Art Flower,White,474.84,276,21,2.02,4.55,0.0023
21507,Elephant Birthday Card,Elephant,474.78000000000003,1110,95,0.55,0.34,0.0023
21536,Dairy Maid  Small  Milk Jug,Dairy,474.74,221,61,2.27,10.0,0.0023
85136B,Blue Shark Helicopter,Blue,473.77000000000004,59,47,8.02,2.08,0.0023
22697,Teacup And Saucer Regency Green,Teacup,472.5,174,13,2.86,4.08,0.0023
40046A,Red Daisy Paper Lampshade,Red,472.07,355,62,1.8,0.0,0.0023
22951,72 Cake Cases Dolly Girl Design,72,471.84999999999997,943,25,0.54,0.92,0.0023
84926E,Flowers Tile Coaster,Flowers,471.57,1081,52,0.77,0.0,0.0023
85144,Jardin Etched Glass Butter Dish,Jardin,471.4,68,30,7.19,2.7,0.0023
20662,First Class Holiday Purse,First,471.33000000000004,728,49,2.72,2.0,0.0023
84901,Black Face Lamb With Pants,Black,471.13,123,74,3.86,0.0,0.0023
gift_0001_20,Dotcomgiftshop Gift Voucher Â£20.00,Dotcomgiftshop,471.06,28,26,16.81,0.0,0.0023
23521,Wall Art Cat And Bird,Wall,469.73,143,40,4.42,0.0,0.0023
21518,Bank Account  Greeting  Card,Bank,469.28000000000003,1107,109,0.5,0.0,0.0023
90192,Jade Drop Earrings W Filigree,Jade,469.18,94,53,5.02,1.85,0.0023
22686,"French Blue Metal Door Sign, No",French,468.94,356,48,1.59,0.9,0.0023
72799B,Purple Pillar Candle Black Flock,Purple,467.71000000000004,322,16,3.66,0.0,0.0023
85211,S/4 Groovy Cat Magnets,S/4,467.4,306,75,2.06,3.7,0.0023
35911A,Multicolour Rabbit Egg Warmer,Multicolour,466.69,388,96,1.51,0.0,0.0023
72225C,Lavender Scent Cake Candle,Lavender,466.38,1926,38,0.27,2.56,0.0023
23379,Pack Of 12 Red Apple Tissues,Pack,465.36,1220,76,0.54,0.0,0.0023
51020A,Summer Fun Design Shower Cap,Summer,463.30999999999995,1303,50,0.83,1.96,0.0023
23455,Small Parlour Picture Frame,Small,462.45,165,33,2.88,0.0,0.0023
90120C,Green Murano Twist Bracelet,Green,462.32,109,58,4.24,0.0,0.0023
84972L,Giant Pink Heart Memo Holder,Giant,462.15000000000003,117,46,3.95,0.0,0.0023
72132,Columbian Cube Candle,Columbian,462.15,549,28,1.69,0.0,0.0023
72789,Basket/8 Scented Love Token Candles,Basket/8,461.53,122,45,3.84,2.13,0.0023
85204,Hanging Wood And Felt Flower,Hanging,460.9,2353,154,0.4,0.63,0.0023
90195B,Black Gemstone Bracelet,Black,460.69,52,26,8.77,3.7,0.0022
23691,Wrap Keep Calm Birthday,Wrap,460.5,1125,36,0.42,0.0,0.0022
84915,Hand Towel Pink Flower And Daisy,Hand,459.56,234,37,4.34,0.0,0.0022
84948,Silver Hanging T-Light Holder Dome,Silver,459.21,273,36,1.79,5.13,0.0022
22193,Red Wall Clock,Red,459.0,60,1,7.65,2.83,0.0022
22191,Ivory Wall Clock,Ivory,459.0,60,1,7.65,3.41,0.0022
47422,Assorted Monkey Suction Cup Hook,Assorted,458.34000000000003,1177,66,0.41,4.05,0.0022
16207B,Pink Heart Red Handbag,Pink,457.65000000000003,265,46,2.65,0.0,0.0022
22345,Party Pizza Dish Blue Polkadot,Party,457.58,1183,81,0.66,0.76,0.0022
23045,Paper Lantern 5 Point Star Moon,Paper,456.48,108,20,4.56,3.85,0.0022
90145,Silver Hoop Earrings With Flower,Silver,455.86,75,45,6.13,0.0,0.0022
84509A,English Rose Placemats,English,455.18,117,32,4.47,0.98,0.0022
90201B,Black Enamel Flower Ring,Black,454.31000000000006,154,54,2.96,5.26,0.0022
21757,Lighthouse Printed Metal Sign,Lighthouse,454.3,80,42,6.31,0.0,0.0022
72586,"S/6 Halloween Ghost T Lights, 5Cm H",S/6,453.99,1059,58,0.54,0.54,0.0022
84508B,Stripes Design Teddy,Stripes,453.76,169,74,2.82,1.33,0.0022
22813,Pack 3 Boxes Bird Panettone,Pack,451.84,204,31,3.42,0.26,0.0022
20621,Economy Passport Cover,Economy,451.67,207,33,2.36,0.0,0.0022
23548,Wrap Magic Forest,Wrap,451.5,1075,43,0.42,0.0,0.0022
23509,Mini Playing Cards Fun Fair,Mini,451.46000000000004,1062,65,0.49,0.0,0.0022
90120B,Blue Murano Twist Bracelet,Blue,451.44,107,42,4.19,0.0,0.0022
82081,Pink Hearts Photo Album,Pink,451.35,174,23,5.26,0.0,0.0022
84597C,Retro Pink Ball Ashtray,Retro,450.98,364,44,1.46,2.22,0.0022
16012,Food/Drink Sponge Stickers,Food/Drink,449.82,2142,63,0.21,0.0,0.0022
21393,Blue Polkadot Pudding Bowl,Blue,449.26,2565,15,1.79,4.35,0.0022
20616,Cherry Blossom Passport Cover,Cherry,449.26,283,121,2.1,0.0,0.0022
16218,Cartoon  Pencil Sharpeners,Cartoon,448.13,4629,98,0.45,0.0,0.0022
90014A,Silver/Mop Orbit Necklace,Silver/Mop,447.21,44,34,10.21,0.0,0.0022
17164D,Ass Col Small Sand Frog P'Weight,Ass,447.0,1150,28,0.42,0.0,0.0022
72127,Columbian Candle Round,Columbian,445.94,366,65,1.31,1.47,0.0022
79030D,"Tumbler, Baroque","Tumbler,",445.45,484,21,4.16,1.61,0.0022
84857C,Pink Monte Carlo Handbag,Pink,445.03,197,17,4.38,5.56,0.0022
21529,Red Retrospot Toastrack,Red,444.36,120,49,4.13,3.18,0.0022
90010A,Midnight Blue Glass/Silver Bracelet,Midnight,443.84999999999997,49,30,9.07,3.23,0.0022
72128,Columbian Candle Round,Columbian,442.23999999999995,714,88,0.89,0.0,0.0022
62096B,Purple/Turq Flowers Handbag,Purple/Turq,441.99,257,82,2.32,0.0,0.0022
90198B,Vintage Rose Bead Bracelet Black,Vintage,441.9,104,49,4.24,0.0,0.0022
16243B,Brown Cozy Square Photo Album,Brown,441.77,212,8,5.5,0.0,0.0022
90154,Lazer Cut Necklace W Pastel Beads,Lazer,439.65,59,7,8.71,0.0,0.0021
16161M,Wrap  Pink Flock,Wrap,439.0,1050,39,0.42,2.5,0.0021
79030A,"Tumbler, English Rose","Tumbler,",438.25,171,33,5.69,0.0,0.0021
